message,label,source,conversation_id,turn_idx,event_type,fraud_type
Su RFC ha sido verificado en nuestros sistemas y cumple con todos los requisitos.,fraudulent,des_fraud,197,1,trust_build,sat_devolucion
"Su reembolso de $4,200 de devolución está pendiente de validar porque hay un dato de contacto desactualizado.",fraudulent,des_fraud,197,2,problem_announce,sat_devolucion
El plazo legal para recibir su crédito fiscal vence en 48 horas hábiles.,fraudulent,des_fraud,197,3,urgency_inject,sat_devolucion
Ingrese su CURP en el portal sat-tramites.gob.mx.return.com para validar su expediente.,fraudulent,des_fraud,197,4,credential_request,sat_devolucion
"Para recibir su devolución de $4,200 de devolución debe primero pagar $4,200 de devolución de gastos notariales.",fraudulent,des_fraud,197,5,payment_pressure,sat_devolucion
"Buen día, le contactamos de DHL respecto a un envío pendiente.",fraudulent,des_fraud,198,0,contact_init,paqueteria_falsa
El paquete no pudo ser entregado y ahora está retenido en almacén con un cargo de $450 MXN de despacho aduanal.,fraudulent,des_fraud,198,1,problem_announce,paqueteria_falsa
Proporcione los datos de su tarjeta para el pago de $450 MXN de despacho aduanal de almacenaje.,fraudulent,des_fraud,198,2,credential_request,paqueteria_falsa
"Si no paga en 24 horas o será devuelto, el paquete será destruido y no habrá reembolso.",fraudulent,des_fraud,198,3,threat_escalate,paqueteria_falsa
Llame al 55 8888 7777 con su tarjeta lista para pagar los $450 MXN de despacho aduanal y coordinamos la entrega.,fraudulent,des_fraud,198,4,recovery_offer,paqueteria_falsa
Le contactamos de Suburbia para informarle de una gran noticia.,fraudulent,des_fraud,199,0,contact_init,premio_oxxo
Miles de participantes entran cada mes pero solo usted fue el afortunado ganador de Suburbia.,fraudulent,des_fraud,199,1,trust_build,premio_oxxo
Solo necesita depositar un automóvil 0 km de impuestos y le transferimos su premio de un automóvil 0 km.,fraudulent,des_fraud,199,2,recovery_offer,premio_oxxo
Somos el equipo de seguridad digital de BBVA.,fraudulent,des_fraud,200,0,contact_init,solicitud_otp
Este es el procedimiento estándar de BBVA ante cualquier actividad sospechosa.,fraudulent,des_fraud,200,1,trust_build,solicitud_otp
La transacción se completará automáticamente ahora mismo si no la cancela.,fraudulent,des_fraud,200,2,urgency_inject,solicitud_otp
Dígame el token que le enviamos por mensaje de texto.,fraudulent,des_fraud,200,3,credential_request,solicitud_otp
"El código OTP es la única forma de detener el cargo de , compártalo ahora.",fraudulent,des_fraud,200,4,recovery_offer,solicitud_otp
Le contactamos de recursos humanos de firma de consultoría sobre una vacante.,fraudulent,des_fraud,201,0,contact_init,empleo_falso
Hemos revisado sus referencias y todo está en orden para avanzar en el proceso.,fraudulent,des_fraud,201,1,trust_build,empleo_falso
Hay un cargo administrativo de $500 dólares por semana para procesar su expediente en firma de consultoría.,fraudulent,des_fraud,201,2,problem_announce,empleo_falso
El proceso de incorporación inicia esta semana para iniciar y necesitamos su confirmación.,fraudulent,des_fraud,201,3,urgency_inject,empleo_falso
Envíe su CURP al correo de RR.HH. para completar el expediente.,fraudulent,des_fraud,201,4,credential_request,empleo_falso
Confirme el depósito de $500 dólares por semana al correo de RR.HH. y iniciamos el proceso de alta.,fraudulent,des_fraud,201,5,recovery_offer,empleo_falso
"Hola, vi su anuncio en Facebook Marketplace y me interesa el artículo.",fraudulent,des_fraud,202,0,contact_init,compraventa_fraude
"El precio final es $8,000 MXN incluyendo el envío, pero solo acepto transferencia.",fraudulent,des_fraud,202,1,problem_announce,compraventa_fraude
"Para hacer el pago de $8,000 MXN necesito su número de cuenta de depósito.",fraudulent,des_fraud,202,2,credential_request,compraventa_fraude
"El total es $8,000 MXN, necesito el pago completo antes de enviar.",fraudulent,des_fraud,202,3,payment_pressure,compraventa_fraude
"Acuerdo: usted paga, yo envío. Comparta su dirección y hago el paquete.",fraudulent,des_fraud,202,4,recovery_offer,compraventa_fraude
"Buenos días, le habla un asesor autorizado de BanBajío, ¿tiene un momento?",fraudulent,des_fraud,203,0,contact_init,phishing_bancario
Se realizó un intento de fraude en su cuenta de BanBajío y la tuvimos que en revisión de seguridad.,fraudulent,des_fraud,203,1,problem_announce,phishing_bancario
Tiene antes de que cierre el sistema para resolver esto o su cuenta de débito será cancelado permanentemente.,fraudulent,des_fraud,203,2,urgency_inject,phishing_bancario
Para desbloquear su cuenta necesito que me proporcione su token de seguridad de BanBajío.,fraudulent,des_fraud,203,3,credential_request,phishing_bancario
"Para completar la verificación debe realizar un pago de $2,500 pesos como garantía.",fraudulent,des_fraud,203,4,payment_pressure,phishing_bancario
La cuenta será cancelada y el saldo congelado si no completamos la verificación antes de que cierre el sistema.,fraudulent,des_fraud,203,5,threat_escalate,phishing_bancario
"Le habla SAT, hemos detectado información pendiente en su expediente.",fraudulent,des_fraud,204,0,contact_init,sat_devolucion
"El SAT tiene pendiente un crédito fiscal de $12,500 MXN a su nombre pendiente de validar.",fraudulent,des_fraud,204,1,problem_announce,sat_devolucion
"Si no reclama su devolución de $12,500 MXN antes del 31 de este mes, los fondos regresan a Hacienda.",fraudulent,des_fraud,204,2,urgency_inject,sat_devolucion
"Debe pagar $12,500 MXN de trámite para liberar su devolución de impuestos.",fraudulent,des_fraud,204,3,payment_pressure,sat_devolucion
El incumplimiento puede derivar en un crédito fiscal a cargo y embargo de bienes.,fraudulent,des_fraud,204,4,threat_escalate,sat_devolucion
El trámite es sencillo: llame al  con su datos de su declaración fiscal para iniciar la transferencia.,fraudulent,des_fraud,204,5,recovery_offer,sat_devolucion
"Buen día, le contactamos de Correos de México respecto a un envío pendiente.",fraudulent,des_fraud,205,0,contact_init,paqueteria_falsa
"Este es un paquete certificado de Correos de México, por eso requerimos su validación.",fraudulent,des_fraud,205,1,trust_build,paqueteria_falsa
"Si no paga en 2 días o se regresará al remitente, el paquete será destruido según el reglamento aduanal.",fraudulent,des_fraud,205,2,urgency_inject,paqueteria_falsa
Proporcione los datos de su tarjeta para el pago de $450 MXN de despacho aduanal de almacenaje.,fraudulent,des_fraud,205,3,credential_request,paqueteria_falsa
Procederemos al remate del contenido si no regulariza en 2 días o se regresará al remitente.,fraudulent,des_fraud,205,4,threat_escalate,paqueteria_falsa
El pago de $450 MXN de despacho aduanal en efectivo en cualquier OXXO usando la referencia que le damos libera el paquete.,fraudulent,des_fraud,205,5,recovery_offer,paqueteria_falsa
Le contactamos de Coppel para informarle de una gran noticia.,fraudulent,des_fraud,206,0,contact_init,premio_oxxo
Este sorteo fue validado por la Secretaría de Gobernación con permiso número SEGOB/2024.,fraudulent,des_fraud,206,1,trust_build,premio_oxxo
"Su premio de $15,000 en mercancías está esperando ser reclamado en nuestros sistemas de Coppel.",fraudulent,des_fraud,206,2,problem_announce,premio_oxxo
Solo tiene el premio vence esta semana para verificar su participación y reclamar su premio.,fraudulent,des_fraud,206,3,urgency_inject,premio_oxxo
"La ley exige que el ganador pague $15,000 en mercancías de ISR antes de recibir el premio.",fraudulent,des_fraud,206,4,payment_pressure,premio_oxxo
Llame al 800 555 6789 para confirmar sus datos y programar la entrega del premio.,fraudulent,des_fraud,206,5,recovery_offer,premio_oxxo
Somos el equipo de seguridad digital de Banorte.,fraudulent,des_fraud,207,0,contact_init,solicitud_otp
Detectamos que su transferencia bancaria está siendo utilizado desde un dispositivo desconocido.,fraudulent,des_fraud,207,1,problem_announce,solicitud_otp
Por favor comparta el clave temporal que acaba de recibir en su teléfono.,fraudulent,des_fraud,207,2,credential_request,solicitud_otp
El sistema requiere un depósito de verificación de  para cancelar la operación.,fraudulent,des_fraud,207,3,payment_pressure,solicitud_otp
"El código OTP es la única forma de detener el cargo de , compártalo ahora.",fraudulent,des_fraud,207,4,recovery_offer,solicitud_otp
Le escribimos porque su perfil fue seleccionado para una oportunidad en compañía de outsourcing.,fraudulent,des_fraud,208,0,contact_init,empleo_falso
El proceso requiere que tramite una membresía corporativa de $350 USD semanales para tener acceso a las herramientas.,fraudulent,des_fraud,208,1,problem_announce,empleo_falso
Suba su CURP al formulario en trabajo-remoto-mx.com para continuar con el proceso.,fraudulent,des_fraud,208,2,credential_request,empleo_falso
Perderá la oportunidad de ganar $350 USD semanales mensuales si no actúa de inmediato.,fraudulent,des_fraud,208,3,threat_escalate,empleo_falso
Confirme el depósito de $350 USD semanales al correo de RR.HH. y iniciamos el proceso de alta.,fraudulent,des_fraud,208,4,recovery_offer,empleo_falso
"Buenos días, estoy interesado en lo que publicó en Vivanuncios.",fraudulent,des_fraud,209,0,contact_init,compraventa_fraude
"Para apartar el artículo necesito $3,500 pesos de anticipo, el resto al recibir.",fraudulent,des_fraud,209,1,problem_announce,compraventa_fraude
"Mándeme su número de cuenta y le hago la transferencia por los $3,500 pesos acordados.",fraudulent,des_fraud,209,2,credential_request,compraventa_fraude
Haga el depósito a mi CLABE y le mando foto del envío con número de guía.,fraudulent,des_fraud,209,3,recovery_offer,compraventa_fraude
"Buenos días, le habla un asesor autorizado de Banorte, ¿tiene un momento?",fraudulent,des_fraud,210,0,contact_init,phishing_bancario
Este es un proceso estándar de seguridad que Banorte realiza para proteger a sus clientes más importantes.,fraudulent,des_fraud,210,1,trust_build,phishing_bancario
"Si no completamos la verificación antes de que cierre el sistema, el banco deberá emitir una nueva tarjeta con demora de 15 días.",fraudulent,des_fraud,210,2,urgency_inject,phishing_bancario
Transfiera el saldo completo de su cuenta a la cuenta de seguridad de Banorte para recuperar el acceso.,fraudulent,des_fraud,210,3,payment_pressure,phishing_bancario
"Si no actúa antes de que cierre el sistema, procederemos al bloqueo permanente e irreversible de su cuenta en Banorte.",fraudulent,des_fraud,210,4,threat_escalate,phishing_bancario
El proceso de recuperación es rápido: visite banca-segura.com/acceso y siga las instrucciones con su contraseña.,fraudulent,des_fraud,210,5,recovery_offer,phishing_bancario
"Buenos días, le habla un funcionario de SAT respecto a su declaración.",fraudulent,des_fraud,211,0,contact_init,sat_devolucion
"El SAT tiene pendiente un crédito fiscal de $6,750 MXN en impuestos retenidos a su nombre pendiente de validar.",fraudulent,des_fraud,211,1,problem_announce,sat_devolucion
"Si no reclama su devolución de $6,750 MXN en impuestos retenidos en 48 horas hábiles, los fondos regresan a Hacienda.",fraudulent,des_fraud,211,2,urgency_inject,sat_devolucion
"Para recibir su devolución de $6,750 MXN en impuestos retenidos debe primero pagar $6,750 MXN en impuestos retenidos de gastos notariales.",fraudulent,des_fraud,211,3,payment_pressure,sat_devolucion
"Si no completa el trámite en 48 horas hábiles, SAT emitirá un requerimiento formal.",fraudulent,des_fraud,211,4,threat_escalate,sat_devolucion
Complete el formulario en sat-tramites.gob.mx.return.com con su contraseña del portal SAT y recibirá su devolución pronto.,fraudulent,des_fraud,211,5,recovery_offer,sat_devolucion
Le informamos que DHL tiene un paquete a su nombre.,fraudulent,des_fraud,212,0,contact_init,paqueteria_falsa
Su paquete está retenido en almacén en nuestra bodega por un importe pendiente de $199 de arancel.,fraudulent,des_fraud,212,1,problem_announce,paqueteria_falsa
Tiene antes del mediodía para liquidar los $199 de arancel antes de que el paquete se remate.,fraudulent,des_fraud,212,2,urgency_inject,paqueteria_falsa
El cargo de $199 de arancel debe cubrirse en efectivo o transferencia bancaria.,fraudulent,des_fraud,212,3,payment_pressure,paqueteria_falsa
"Sin el pago de $199 de arancel, el contenido será donado a instituciones de beneficencia.",fraudulent,des_fraud,212,4,threat_escalate,paqueteria_falsa
"Una vez confirmado el pago en paquete-retenido.mx, la entrega se programa para el siguiente día hábil.",fraudulent,des_fraud,212,5,recovery_offer,paqueteria_falsa
¡Felicidades! Ha sido seleccionado como ganador en el sorteo de Coppel.,fraudulent,des_fraud,213,0,contact_init,premio_oxxo
Miles de participantes entran cada mes pero solo usted fue el afortunado ganador de Coppel.,fraudulent,des_fraud,213,1,trust_build,premio_oxxo
Para liberar su premio de un viaje todo incluido en Coppel necesitamos confirmar algunos datos.,fraudulent,des_fraud,213,2,problem_announce,premio_oxxo
El premio de un viaje todo incluido en Coppel debe reclamarse hoy es el último día para reclamar o se invalida.,fraudulent,des_fraud,213,3,urgency_inject,premio_oxxo
Para recibir su premio de un viaje todo incluido debe pagar un viaje todo incluido de impuestos por sorteo.,fraudulent,des_fraud,213,4,payment_pressure,premio_oxxo
Complete el registro en sorteo-especial.mx/claim con su número de afiliado y recibe el depósito en 24 horas.,fraudulent,des_fraud,213,5,recovery_offer,premio_oxxo
"Hola, le llama el sistema de verificación de HSBC.",fraudulent,des_fraud,214,0,contact_init,solicitud_otp
"Para proteger su cuenta, necesitamos confirmar su identidad mediante verificación en dos pasos.",fraudulent,des_fraud,214,1,trust_build,solicitud_otp
Hay una operación de  en proceso desde su cuenta que no fue autorizada por usted.,fraudulent,des_fraud,214,2,problem_announce,solicitud_otp
La transacción se completará automáticamente ahora mismo si no la cancela.,fraudulent,des_fraud,214,3,urgency_inject,solicitud_otp
¿Cuál es el clave temporal que llegó a su celular? Lo necesito para cancelar la operación.,fraudulent,des_fraud,214,4,credential_request,solicitud_otp
Bloquee el cargo enviando  a la cuenta de reversión del banco.,fraudulent,des_fraud,214,5,payment_pressure,solicitud_otp
"Hola, somos reclutadores de compañía de outsourcing y encontramos su perfil muy interesante.",fraudulent,des_fraud,215,0,contact_init,empleo_falso
Hemos revisado sus referencias y todo está en orden para avanzar en el proceso.,fraudulent,des_fraud,215,1,trust_build,empleo_falso
"El pago se descuenta del primer salario, es solo un trámite administrativo de compañía de outsourcing.",fraudulent,des_fraud,215,2,recovery_offer,empleo_falso
"Hola, ¿todavía tiene disponible lo que anunció en OLX?",fraudulent,des_fraud,216,0,contact_init,compraventa_fraude
Prefiero usar el sistema de pago seguro de OLX para mayor protección de ambos.,fraudulent,des_fraud,216,1,trust_build,compraventa_fraude
Le doy el número de cuenta para que transfiera y coordino el envío hoy mismo.,fraudulent,des_fraud,216,2,recovery_offer,compraventa_fraude
"Hola, soy el representante de atención al cliente de Citibanamex.",fraudulent,des_fraud,217,0,contact_init,phishing_bancario
Le aseguramos que esta llamada está siendo grabada y monitoreada por el área de cumplimiento de Citibanamex.,fraudulent,des_fraud,217,1,trust_build,phishing_bancario
"Si no completamos la verificación en los próximos 30 minutos, el banco deberá emitir una nueva tarjeta con demora de 15 días.",fraudulent,des_fraud,217,2,urgency_inject,phishing_bancario
"Hay un cargo pendiente de $10,000 que debe liquidar para reactivar su tarjeta de crédito.",fraudulent,des_fraud,217,3,payment_pressure,phishing_bancario
El proceso de recuperación es rápido: visite verificacion-cuenta.mx y siga las instrucciones con su PIN.,fraudulent,des_fraud,217,4,recovery_offer,phishing_bancario
"Buenas tardes, le comunicamos de SHCP sobre su situación fiscal.",fraudulent,des_fraud,218,0,contact_init,sat_devolucion
"Su reembolso de $8,000 pesos está bloqueada por verificación porque hay un dato de contacto desactualizado.",fraudulent,des_fraud,218,1,problem_announce,sat_devolucion
Ignorar este proceso podría resultar en multas y recargos sobre su declaración.,fraudulent,des_fraud,218,2,threat_escalate,sat_devolucion
"Solo necesita hacer un depósito de $8,000 pesos para cubrir gastos y recibir su reembolso.",fraudulent,des_fraud,218,3,recovery_offer,sat_devolucion
Le informamos que Correos de México tiene un paquete a su nombre.,fraudulent,des_fraud,219,0,contact_init,paqueteria_falsa
Tenemos su información de contacto registrada en nuestro sistema de Correos de México.,fraudulent,des_fraud,219,1,trust_build,paqueteria_falsa
El paquete será devuelto al remitente en 2 días o se regresará al remitente si no se pagan los $280 de impuesto de arancel.,fraudulent,des_fraud,219,2,urgency_inject,paqueteria_falsa
Procederemos al remate del contenido si no regulariza en 2 días o se regresará al remitente.,fraudulent,des_fraud,219,3,threat_escalate,paqueteria_falsa
Realice el pago de $280 de impuesto en correosdemexico.rastreo.net y su paquete estará disponible para entrega.,fraudulent,des_fraud,219,4,recovery_offer,paqueteria_falsa
Le contactamos de OXXO para informarle de una gran noticia.,fraudulent,des_fraud,220,0,contact_init,premio_oxxo
El ganador de un automóvil 0 km en OXXO debe validar su participación antes de recibir el premio.,fraudulent,des_fraud,220,1,problem_announce,premio_oxxo
"Si no confirma sus datos antes del viernes, el premio pasa al siguiente ganador.",fraudulent,des_fraud,220,2,urgency_inject,premio_oxxo
Proporcione su datos bancarios para el depósito para que Recursos Humanos realice el depósito de un automóvil 0 km.,fraudulent,des_fraud,220,3,credential_request,premio_oxxo
El ganador es responsable del impuesto sobre premios equivalente a un automóvil 0 km.,fraudulent,des_fraud,220,4,payment_pressure,premio_oxxo
Los premios no reclamados en plazo son donados a fundaciones benéficas de OXXO.,fraudulent,des_fraud,220,5,threat_escalate,premio_oxxo
Somos el equipo de seguridad digital de Banorte.,fraudulent,des_fraud,221,0,contact_init,solicitud_otp
"Su seguridad es nuestra prioridad en Banorte, por eso aplicamos este protocolo.",fraudulent,des_fraud,221,1,trust_build,solicitud_otp
Detectamos que su cambio de contraseña está siendo utilizado desde un dispositivo desconocido.,fraudulent,des_fraud,221,2,problem_announce,solicitud_otp
Tiene ahora mismo para confirmar el código antes de que la operación se procese.,fraudulent,des_fraud,221,3,urgency_inject,solicitud_otp
Dígame el clave temporal que le enviamos por mensaje de texto.,fraudulent,des_fraud,221,4,credential_request,solicitud_otp
El sistema procesará la transacción automáticamente si no intervenimos ahora mismo.,fraudulent,des_fraud,221,5,threat_escalate,solicitud_otp
"Hola, somos reclutadores de firma de consultoría y encontramos su perfil muy interesante.",fraudulent,des_fraud,222,0,contact_init,empleo_falso
El proceso requiere que tramite una membresía corporativa de $350 USD semanales para tener acceso a las herramientas.,fraudulent,des_fraud,222,1,problem_announce,empleo_falso
"Hay otro candidato interesado, debe confirmar su participación esta semana para iniciar.",fraudulent,des_fraud,222,2,urgency_inject,empleo_falso
Transfiera $350 USD semanales a la cuenta corporativa de firma de consultoría para procesar su alta.,fraudulent,des_fraud,222,3,payment_pressure,empleo_falso
La empresa tomará la falta de pago como desinterés y cerrará su expediente.,fraudulent,des_fraud,222,4,threat_escalate,empleo_falso
Deposite los $350 USD semanales del kit y le enviamos el contrato firmado por firma de consultoría de inmediato.,fraudulent,des_fraud,222,5,recovery_offer,empleo_falso
"Buenos días, estoy interesado en lo que publicó en MercadoLibre.",fraudulent,des_fraud,223,0,contact_init,compraventa_fraude
"Soy una persona seria, puede verificar mi historial de transacciones en MercadoLibre.",fraudulent,des_fraud,223,1,trust_build,compraventa_fraude
"Para apartar el artículo necesito $3,500 pesos de anticipo, el resto al recibir.",fraudulent,des_fraud,223,2,problem_announce,compraventa_fraude
El artículo solo lo aparto el envío sale mañana con pago confirmado.,fraudulent,des_fraud,223,3,urgency_inject,compraventa_fraude
El sistema de MercadoLibre requiere su número de cuenta para procesar la compra.,fraudulent,des_fraud,223,4,credential_request,compraventa_fraude
"Realice la transferencia de $3,500 pesos a mi CLABE y le confirmo el envío.",fraudulent,des_fraud,223,5,payment_pressure,compraventa_fraude
"Estimado cliente, le contactamos del área de seguridad de Banorte.",fraudulent,des_fraud,224,0,contact_init,phishing_bancario
Su cuenta en Banorte ha sido bloqueada por actividad inusual.,fraudulent,des_fraud,224,1,problem_announce,phishing_bancario
"Si no completamos la verificación hoy mismo antes de las 6 pm, el banco deberá emitir una nueva tarjeta con demora de 15 días.",fraudulent,des_fraud,224,2,urgency_inject,phishing_bancario
"Para continuar, proporcione su token de seguridad — esta información es completamente segura.",fraudulent,des_fraud,224,3,credential_request,phishing_bancario
"Para completar la verificación debe realizar un pago de $1,800 MXN como garantía.",fraudulent,des_fraud,224,4,payment_pressure,phishing_bancario
La solución es simple: ingrese a banca-segura.com/acceso con su token de seguridad y el sistema lo desbloqueará.,fraudulent,des_fraud,224,5,recovery_offer,phishing_bancario
"Estimado contribuyente, le contactamos de el Servicio de Administración Tributaria.",fraudulent,des_fraud,225,0,contact_init,sat_devolucion
"Detectamos que su declaración tiene un saldo a favor de $8,000 pesos sin reclamar.",fraudulent,des_fraud,225,1,problem_announce,sat_devolucion
La devolución expira antes del 31 de este mes si no completa el trámite.,fraudulent,des_fraud,225,2,urgency_inject,sat_devolucion
Ingrese su e.firma en el portal sat-tramites.gob.mx.return.com para validar su expediente.,fraudulent,des_fraud,225,3,credential_request,sat_devolucion
El incumplimiento puede derivar en un crédito fiscal a cargo y embargo de bienes.,fraudulent,des_fraud,225,4,threat_escalate,sat_devolucion
Complete el formulario en sat-tramites.gob.mx.return.com con su e.firma y recibirá su devolución pronto.,fraudulent,des_fraud,225,5,recovery_offer,sat_devolucion
Le informamos que FedEx tiene un paquete a su nombre.,fraudulent,des_fraud,226,0,contact_init,paqueteria_falsa
Tenemos su información de contacto registrada en nuestro sistema de FedEx.,fraudulent,des_fraud,226,1,trust_build,paqueteria_falsa
"Si no paga en 2 días o se regresará al remitente, el paquete será destruido según el reglamento aduanal.",fraudulent,des_fraud,226,2,urgency_inject,paqueteria_falsa
Transfiera $350 pesos de almacenaje a la cuenta de FedEx para el despacho aduanal.,fraudulent,des_fraud,226,3,payment_pressure,paqueteria_falsa
"Si no paga en 2 días o se regresará al remitente, el paquete será destruido y no habrá reembolso.",fraudulent,des_fraud,226,4,threat_escalate,paqueteria_falsa
Llame al 01 800 DHL MEXICO con su tarjeta lista para pagar los $350 pesos de almacenaje y coordinamos la entrega.,fraudulent,des_fraud,226,5,recovery_offer,paqueteria_falsa
¡Enhorabuena! Su número fue el ganador del gran sorteo de Soriana.,fraudulent,des_fraud,227,0,contact_init,premio_oxxo
Tenemos respaldo legal del concurso en Soriana para garantizar la entrega de premios.,fraudulent,des_fraud,227,1,trust_build,premio_oxxo
"La empresa Soriana tiene política de 72 horas, su tiempo vence el premio vence esta semana.",fraudulent,des_fraud,227,2,urgency_inject,premio_oxxo
El departamento de premios de Soriana necesita su INE para la transferencia.,fraudulent,des_fraud,227,3,credential_request,premio_oxxo
Los premios no reclamados en plazo son donados a fundaciones benéficas de Soriana.,fraudulent,des_fraud,227,4,threat_escalate,premio_oxxo
Solo necesita depositar un automóvil 0 km de impuestos y le transferimos su premio de un automóvil 0 km.,fraudulent,des_fraud,227,5,recovery_offer,premio_oxxo
Somos el equipo de seguridad digital de Banorte.,fraudulent,des_fraud,228,0,contact_init,solicitud_otp
"Para proteger su cuenta, necesitamos confirmar su identidad mediante verificación en dos pasos.",fraudulent,des_fraud,228,1,trust_build,solicitud_otp
Su cuenta muestra un cargo no reconocido de  que debemos cancelar ahora.,fraudulent,des_fraud,228,2,problem_announce,solicitud_otp
"El código OTP vence en 5 minutos, necesita proporcionarlo ahora mismo.",fraudulent,des_fraud,228,3,urgency_inject,solicitud_otp
Para proteger su cuenta realice una transferencia de  a la cuenta de seguridad.,fraudulent,des_fraud,228,4,payment_pressure,solicitud_otp
Con el NIP de un solo uso podemos revertir todo y su cuenta quedará segura.,fraudulent,des_fraud,228,5,recovery_offer,solicitud_otp
"Buenos días, revisamos su CV y nos interesa contactarle de compañía de outsourcing.",fraudulent,des_fraud,229,0,contact_init,empleo_falso
"La empresa requiere un depósito inicial de $25,000 mensuales para el kit de trabajo remoto.",fraudulent,des_fraud,229,1,problem_announce,empleo_falso
"Si no realiza el pago antes del lunes, la plaza será asignada al siguiente candidato.",fraudulent,des_fraud,229,2,threat_escalate,empleo_falso
"Confirme el depósito de $25,000 mensuales al correo de RR.HH. y iniciamos el proceso de alta.",fraudulent,des_fraud,229,3,recovery_offer,empleo_falso
Vi su producto en Vivanuncios y me interesa comprarlo.,fraudulent,des_fraud,230,0,contact_init,compraventa_fraude
Prefiero usar el sistema de pago seguro de Vivanuncios para mayor protección de ambos.,fraudulent,des_fraud,230,1,trust_build,compraventa_fraude
"Tengo otro comprador listo para pagar hoy, necesito su respuesta el artículo ya tiene otros interesados.",fraudulent,des_fraud,230,2,urgency_inject,compraventa_fraude
"El precio sube mañana si no cerramos hoy, aproveche que sigue en $1,200 de anticipo.",fraudulent,des_fraud,230,3,threat_escalate,compraventa_fraude
Haga el depósito a mi CLABE y le mando foto del envío con número de guía.,fraudulent,des_fraud,230,4,recovery_offer,compraventa_fraude
"Buenas tardes, le comunicamos del departamento de seguridad de Santander.",fraudulent,des_fraud,231,0,contact_init,phishing_bancario
Se realizó un intento de fraude en su cuenta de Santander y la tuvimos que temporalmente deshabilitada.,fraudulent,des_fraud,231,1,problem_announce,phishing_bancario
Debe verificar su identidad inmediatamente o su cuenta seguirá bloqueada.,fraudulent,des_fraud,231,2,urgency_inject,phishing_bancario
El sistema requiere que confirme su token de seguridad para proceder con la verificación.,fraudulent,des_fraud,231,3,credential_request,phishing_bancario
"Para completar la verificación debe realizar un pago de $2,500 pesos como garantía.",fraudulent,des_fraud,231,4,payment_pressure,phishing_bancario
La cuenta será cancelada y el saldo congelado si no completamos la verificación inmediatamente.,fraudulent,des_fraud,231,5,threat_escalate,phishing_bancario
"Buenas tardes, le comunicamos de SHCP sobre su situación fiscal.",fraudulent,des_fraud,232,0,contact_init,sat_devolucion
"El SAT tiene pendiente un crédito fiscal de $4,200 de devolución a su nombre en proceso de liberación.",fraudulent,des_fraud,232,1,problem_announce,sat_devolucion
"Proporcione su CURP para que podamos procesar su reembolso de $4,200 de devolución.",fraudulent,des_fraud,232,2,credential_request,sat_devolucion
"Hay un arancel de $4,200 de devolución para procesar su reembolso en SHCP.",fraudulent,des_fraud,232,3,payment_pressure,sat_devolucion
El SAT podría iniciar una auditoría a su RFC si no regulariza su situación este mes calendario.,fraudulent,des_fraud,232,4,threat_escalate,sat_devolucion
Ingrese al portal sat-devolucion.com/claim con su CURP y la devolución se liberará en 24 horas.,fraudulent,des_fraud,232,5,recovery_offer,sat_devolucion
"Buen día, le contactamos de Correos de México respecto a un envío pendiente.",fraudulent,des_fraud,233,0,contact_init,paqueteria_falsa
Tenemos su información de contacto registrada en nuestro sistema de Correos de México.,fraudulent,des_fraud,233,1,trust_build,paqueteria_falsa
El paquete será devuelto al remitente hoy mismo para evitar cargos adicionales si no se pagan los $350 pesos de almacenaje de arancel.,fraudulent,des_fraud,233,2,urgency_inject,paqueteria_falsa
Procederemos al remate del contenido si no regulariza hoy mismo para evitar cargos adicionales.,fraudulent,des_fraud,233,3,threat_escalate,paqueteria_falsa
El pago de $350 pesos de almacenaje en efectivo en cualquier OXXO usando la referencia que le damos libera el paquete.,fraudulent,des_fraud,233,4,recovery_offer,paqueteria_falsa
¡Felicidades! Ha sido seleccionado como ganador en el sorteo de Walmart.,fraudulent,des_fraud,234,0,contact_init,premio_oxxo
Tenemos respaldo legal del concurso en Walmart para garantizar la entrega de premios.,fraudulent,des_fraud,234,1,trust_build,premio_oxxo
El premio de un viaje todo incluido en Walmart debe reclamarse antes del viernes o se invalida.,fraudulent,des_fraud,234,2,urgency_inject,premio_oxxo
Proporcione su INE para que Recursos Humanos realice el depósito de un viaje todo incluido.,fraudulent,des_fraud,234,3,credential_request,premio_oxxo
Para recibir su premio de un viaje todo incluido debe pagar un viaje todo incluido de impuestos por sorteo.,fraudulent,des_fraud,234,4,payment_pressure,premio_oxxo
"Si no reclama antes del viernes, el premio de un viaje todo incluido se asignará automáticamente al suplente.",fraudulent,des_fraud,234,5,threat_escalate,premio_oxxo
Le contactamos del área de seguridad de Bancomer.,fraudulent,des_fraud,235,0,contact_init,solicitud_otp
Alguien intentó realizar una transferencia de  usando sus credenciales.,fraudulent,des_fraud,235,1,problem_announce,solicitud_otp
Para detener el cargo de  debe actuar antes de que expire.,fraudulent,des_fraud,235,2,urgency_inject,solicitud_otp
El código OTP que recibió por SMS es el token que necesito para proteger su cuenta.,fraudulent,des_fraud,235,3,credential_request,solicitud_otp
Bloquee el cargo enviando  a la cuenta de reversión del banco.,fraudulent,des_fraud,235,4,payment_pressure,solicitud_otp
"Sin el OTP, no podemos detener el cargo y será muy difícil recuperar los .",fraudulent,des_fraud,235,5,threat_escalate,solicitud_otp
"Buenos días, revisamos su CV y nos interesa contactarle de Walmart Corporate.",fraudulent,des_fraud,236,0,contact_init,empleo_falso
