message,label,source
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,legitimate,SMSSpamCollection
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",legitimate,SMSSpamCollection
But i'm surprised she still can guess right lor...,legitimate,SMSSpamCollection
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,legitimate,SMSSpamCollection
Oh ho. Is this the first time u use these type of words,legitimate,SMSSpamCollection
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,legitimate,SMSSpamCollection
I know you are serving. I mean what are you doing now.,legitimate,SMSSpamCollection
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",legitimate,SMSSpamCollection
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,legitimate,SMSSpamCollection
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",fraudulent,SMSSpamCollection
I know girls always safe and selfish know i got it pa. Thank you. good night.,legitimate,SMSSpamCollection
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",legitimate,SMSSpamCollection
I'm freezing and craving ice. Fml,legitimate,SMSSpamCollection
Kay... Since we are out already ,legitimate,SMSSpamCollection
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,legitimate,SMSSpamCollection
Yo im right by yo work,legitimate,SMSSpamCollection
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,legitimate,SMSSpamCollection
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",legitimate,SMSSpamCollection
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,legitimate,SMSSpamCollection
Nope... Juz off from work...,legitimate,SMSSpamCollection
Huh so fast... Dat means u havent finished painting?,legitimate,SMSSpamCollection
 what number do u live at? Is it 11?,legitimate,SMSSpamCollection
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",legitimate,SMSSpamCollection
Sac will score big hundred.he is set batsman:-),legitimate,SMSSpamCollection
Send me yetty's number pls.,legitimate,SMSSpamCollection
How much it will cost approx . Per month.,legitimate,SMSSpamCollection
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,legitimate,SMSSpamCollection
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",fraudulent,SMSSpamCollection
"That's fine, have him give me a call if he knows what he wants or has any questions",legitimate,SMSSpamCollection
"Sorry, got a late start, we're on the way",legitimate,SMSSpamCollection
Then u go back urself lor...,legitimate,SMSSpamCollection
I AM AT THE GAS STATION. GO THERE.,legitimate,SMSSpamCollection
"K, if u bored up just come to my home..",legitimate,SMSSpamCollection
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,legitimate,SMSSpamCollection
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",legitimate,SMSSpamCollection
Still i have not checked it da. . .,legitimate,SMSSpamCollection
You will go to walmart. I.ll stay.,legitimate,SMSSpamCollection
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",legitimate,SMSSpamCollection
Oh great. I.ll disturb him more so that we can talk.,legitimate,SMSSpamCollection
Reverse is cheating. That is not mathematics.,legitimate,SMSSpamCollection
U're welcome... Caught u using broken english again...,legitimate,SMSSpamCollection
No problem baby. Is this is a good time to talk? I called and left a message.,legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
Oh is it! Which brand?,legitimate,SMSSpamCollection
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,legitimate,SMSSpamCollection
At what time are you coming.,legitimate,SMSSpamCollection
Call him and say you not coming today ok and tell them not to fool me like this ok,legitimate,SMSSpamCollection
I emailed yifeng my part oredi.. Can ü get it fr him..,legitimate,SMSSpamCollection
R u sure they'll understand that! Wine * good idea just had a slurp!,legitimate,SMSSpamCollection
Minimum walk is 3miles a day.,legitimate,SMSSpamCollection
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,legitimate,SMSSpamCollection
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",legitimate,SMSSpamCollection
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,legitimate,SMSSpamCollection
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,fraudulent,SMSSpamCollection
Please attend the phone:),legitimate,SMSSpamCollection
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,legitimate,SMSSpamCollection
No messages on her phone. I'm holding it now,legitimate,SMSSpamCollection
Can... I'm free...,legitimate,SMSSpamCollection
"Yo my trip got postponed, you still stocked up?",legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
I am waiting for your call sir.,legitimate,SMSSpamCollection
Hey what are you doing. Y no reply pa..,legitimate,SMSSpamCollection
"Hey elaine, is today's meeting still on?",legitimate,SMSSpamCollection
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,legitimate,SMSSpamCollection
Most of the tiime when i don't let you hug me it's so i don't break into tears.,legitimate,SMSSpamCollection
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,legitimate,SMSSpamCollection
And now electricity just went out fml.,legitimate,SMSSpamCollection
"Looks like you found something to do other than smoke, great job!",legitimate,SMSSpamCollection
Also andros ice etc etc,legitimate,SMSSpamCollection
:) ,legitimate,SMSSpamCollection
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",legitimate,SMSSpamCollection
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,legitimate,SMSSpamCollection
Hows that watch resizing,legitimate,SMSSpamCollection
Dear umma she called me now :-),legitimate,SMSSpamCollection
Just finished. Missing you plenty,legitimate,SMSSpamCollection
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",fraudulent,SMSSpamCollection
"Well, I meant as opposed to my drunken night of before",legitimate,SMSSpamCollection
K... Must book a not huh? so going for yoga basic on sunday?,legitimate,SMSSpamCollection
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,fraudulent,SMSSpamCollection
Ok can...,legitimate,SMSSpamCollection
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",legitimate,SMSSpamCollection
So u workin overtime nigpun?,legitimate,SMSSpamCollection
Same as kallis dismissial in 2nd test:-).,legitimate,SMSSpamCollection
O. Guess they both got screwd,legitimate,SMSSpamCollection
Please CALL 08712402972 immediately as there is an urgent message waiting for you,fraudulent,SMSSpamCollection
"I'm in a meeting, call me later at",legitimate,SMSSpamCollection
What r u cooking me for dinner?,legitimate,SMSSpamCollection
Ok thanx...,legitimate,SMSSpamCollection
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,legitimate,SMSSpamCollection
Then i buy.,legitimate,SMSSpamCollection
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,fraudulent,SMSSpamCollection
Heehee that was so funny tho,legitimate,SMSSpamCollection
It only does simple arithmetic not percentages.,legitimate,SMSSpamCollection
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",legitimate,SMSSpamCollection
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",fraudulent,SMSSpamCollection
Thanks honey. Have a great day.,legitimate,SMSSpamCollection
"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",legitimate,SMSSpamCollection
Good night my dear.. Sleepwell&amp;Take care,legitimate,SMSSpamCollection
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,legitimate,SMSSpamCollection
"Jus chillaxin, what up",legitimate,SMSSpamCollection
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,legitimate,SMSSpamCollection
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",legitimate,SMSSpamCollection
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,fraudulent,SMSSpamCollection
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",legitimate,SMSSpamCollection
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,legitimate,SMSSpamCollection
Only once then after ill obey all yours.,legitimate,SMSSpamCollection
No she didnt. I will search online and let you know.,legitimate,SMSSpamCollection
Where do you need to go to get it?,legitimate,SMSSpamCollection
No pic. Please re-send.,legitimate,SMSSpamCollection
He remains a bro amongst bros,legitimate,SMSSpamCollection
Uhhhhrmm isnt having tb test bad when youre sick,legitimate,SMSSpamCollection
But i haf enuff space got like 4 mb...,legitimate,SMSSpamCollection
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,fraudulent,SMSSpamCollection
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,fraudulent,SMSSpamCollection
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",fraudulent,SMSSpamCollection
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,fraudulent,SMSSpamCollection
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,fraudulent,SMSSpamCollection
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,fraudulent,SMSSpamCollection
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,fraudulent,SMSSpamCollection
True. Its easier with her here.,legitimate,SMSSpamCollection
Sure but since my parents will be working on Tuesday I don't really need a cover story,legitimate,SMSSpamCollection
Haha okay... Today weekend leh... ,legitimate,SMSSpamCollection
Hi darlin did youPhone me? Im atHome if youwanna chat.,legitimate,SMSSpamCollection
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,legitimate,SMSSpamCollection
You've always been the brainy one.,legitimate,SMSSpamCollection
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,legitimate,SMSSpamCollection
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,fraudulent,SMSSpamCollection
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",legitimate,SMSSpamCollection
Sending you greetings of joy and happiness. Do have a gr8 evening,legitimate,SMSSpamCollection
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,legitimate,SMSSpamCollection
If india win or level series means this is record:),legitimate,SMSSpamCollection
Then what about further plan?,legitimate,SMSSpamCollection
Its good to hear from you,legitimate,SMSSpamCollection
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",legitimate,SMSSpamCollection
What time you thinkin of goin?,legitimate,SMSSpamCollection
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,fraudulent,SMSSpamCollection
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,fraudulent,SMSSpamCollection
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,legitimate,SMSSpamCollection
Yes but I don't care cause I know its there!,legitimate,SMSSpamCollection
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",legitimate,SMSSpamCollection
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",legitimate,SMSSpamCollection
Sitting ard nothing to do lor. U leh busy w work?,legitimate,SMSSpamCollection
Its  &lt;#&gt; k here oh. Should i send home for sale.,legitimate,SMSSpamCollection
Sorry. || mail? || ,legitimate,SMSSpamCollection
Ya just telling abt tht incident..,legitimate,SMSSpamCollection
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,legitimate,SMSSpamCollection
Ugh just got outta class,legitimate,SMSSpamCollection
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",legitimate,SMSSpamCollection
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,legitimate,SMSSpamCollection
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,legitimate,SMSSpamCollection
Ok. I.ll do you right later.,legitimate,SMSSpamCollection
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,legitimate,SMSSpamCollection
Have your lunch and come quickly and open the door:),legitimate,SMSSpamCollection
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,fraudulent,SMSSpamCollection
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,legitimate,SMSSpamCollection
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",legitimate,SMSSpamCollection
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,fraudulent,SMSSpamCollection
i am seeking a lady in the street and a freak in the sheets. Is that you?,legitimate,SMSSpamCollection
My phone,legitimate,SMSSpamCollection
"Haha figures, well I found the piece and priscilla's bowl",legitimate,SMSSpamCollection
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",legitimate,SMSSpamCollection
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,fraudulent,SMSSpamCollection
yay! finally lol. i missed our cinema trip last week :-(,legitimate,SMSSpamCollection
All day working day:)except saturday and sunday..,legitimate,SMSSpamCollection
aathi..where are you dear..,legitimate,SMSSpamCollection
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,legitimate,SMSSpamCollection
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",legitimate,SMSSpamCollection
You getting back any time soon?,legitimate,SMSSpamCollection
", how's things? Just a quick question.",legitimate,SMSSpamCollection
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",legitimate,SMSSpamCollection
"I can probably come by, everybody's done around  &lt;#&gt;  right?",legitimate,SMSSpamCollection
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,legitimate,SMSSpamCollection
I can ask around but there's not a lot in terms of mids up here,legitimate,SMSSpamCollection
Be sure to check your yahoo email. We sent photos yesterday,legitimate,SMSSpamCollection
What was she looking for?,legitimate,SMSSpamCollection
Wherre's my boytoy ? :-(,legitimate,SMSSpamCollection
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,fraudulent,SMSSpamCollection
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",legitimate,SMSSpamCollection
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,legitimate,SMSSpamCollection
No:-)i got rumour that you going to buy apartment in chennai:-),legitimate,SMSSpamCollection
"Yeah, probably earlier than that",legitimate,SMSSpamCollection
Change windows logoff sound..,legitimate,SMSSpamCollection
Still i have not checked it da. . .,legitimate,SMSSpamCollection
I'm also came to room.,legitimate,SMSSpamCollection
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,legitimate,SMSSpamCollection
Ok.,legitimate,SMSSpamCollection
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,legitimate,SMSSpamCollection
"Cool, text me when you head out",legitimate,SMSSpamCollection
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",fraudulent,SMSSpamCollection
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",fraudulent,SMSSpamCollection
Happy birthday... May u find ur prince charming soon n dun work too hard...,legitimate,SMSSpamCollection
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",legitimate,SMSSpamCollection
You said to me before i went back to bed that you can't sleep for anything.,legitimate,SMSSpamCollection
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,legitimate,SMSSpamCollection
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,fraudulent,SMSSpamCollection
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,legitimate,SMSSpamCollection
I will come to ur home now,legitimate,SMSSpamCollection
Free any day but i finish at 6 on mon n thurs...,legitimate,SMSSpamCollection
Will you be here for food,legitimate,SMSSpamCollection
"life alle mone,eppolum oru pole allalo",legitimate,SMSSpamCollection
Nite...,legitimate,SMSSpamCollection
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",legitimate,SMSSpamCollection
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",legitimate,SMSSpamCollection
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,legitimate,SMSSpamCollection
I just saw ron burgundy captaining a party boat so yeah,legitimate,SMSSpamCollection
I'm serious. You are in the money base,legitimate,SMSSpamCollection
Already one guy loving you:-.,legitimate,SMSSpamCollection
Staff of placement training in Amrita college.,legitimate,SMSSpamCollection
I always chat with you. In fact i need money can you raise me?,legitimate,SMSSpamCollection
I'm job profile seems like bpo..,legitimate,SMSSpamCollection
"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",legitimate,SMSSpamCollection
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",legitimate,SMSSpamCollection
Are you willing to go for apps class.,legitimate,SMSSpamCollection
Hanging out with my brother and his family,legitimate,SMSSpamCollection
No it will reach by 9 only. She telling she will be there. I dont know,legitimate,SMSSpamCollection
Hey... are you going to quit soon? Xuhui and i working till end of the month ,legitimate,SMSSpamCollection
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",legitimate,SMSSpamCollection
Try neva mate!!,legitimate,SMSSpamCollection
Yeah that'd pretty much be the best case scenario,legitimate,SMSSpamCollection
I not free today i haf 2 pick my parents up tonite...,legitimate,SMSSpamCollection
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",legitimate,SMSSpamCollection
Should i send you naughty pix? :),legitimate,SMSSpamCollection
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",fraudulent,SMSSpamCollection
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",fraudulent,SMSSpamCollection
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",legitimate,SMSSpamCollection
Prepare to be pounded every night...,legitimate,SMSSpamCollection
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
Good evening! How are you?,legitimate,SMSSpamCollection
I'm at home. Please call,legitimate,SMSSpamCollection
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,legitimate,SMSSpamCollection
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",legitimate,SMSSpamCollection
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,legitimate,SMSSpamCollection
What happen dear. Why you silent. I am tensed,legitimate,SMSSpamCollection
"I'll get there at 3, unless you guys want me to come some time sooner",legitimate,SMSSpamCollection
If you are not coughing then its nothing,legitimate,SMSSpamCollection
Ü come lt 25 n pass to me lar,legitimate,SMSSpamCollection
I'm e person who's doing e sms survey...,legitimate,SMSSpamCollection
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,legitimate,SMSSpamCollection
Thank You meet you monday,legitimate,SMSSpamCollection
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,legitimate,SMSSpamCollection
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",fraudulent,SMSSpamCollection
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",legitimate,SMSSpamCollection
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",legitimate,SMSSpamCollection
"Dad wanted to talk about the apartment so I got a late start, omw now",legitimate,SMSSpamCollection
I love you both too :-),legitimate,SMSSpamCollection
Lol u still feeling sick?,legitimate,SMSSpamCollection
Din i tell u jus now 420,legitimate,SMSSpamCollection
am up to my eyes in philosophy,legitimate,SMSSpamCollection
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,fraudulent,SMSSpamCollection
Ok lor. I'm in town now lei.,legitimate,SMSSpamCollection
I had it already..sabarish asked me to go..,legitimate,SMSSpamCollection
No da. . Vijay going to talk in jaya tv,legitimate,SMSSpamCollection
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,fraudulent,SMSSpamCollection
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,legitimate,SMSSpamCollection
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,fraudulent,SMSSpamCollection
Still chance there. If you search hard you will get it..let have a try :),legitimate,SMSSpamCollection
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",fraudulent,SMSSpamCollection
Do you always celebrate NY's with your family ?,legitimate,SMSSpamCollection
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",legitimate,SMSSpamCollection
Its ok..come to my home it vl nice to meet and v can chat..,legitimate,SMSSpamCollection
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,fraudulent,SMSSpamCollection
Sent me de webadres for geting salary slip,legitimate,SMSSpamCollection
She's fine. Sends her greetings,legitimate,SMSSpamCollection
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,fraudulent,SMSSpamCollection
But you dint in touch with me.,legitimate,SMSSpamCollection
"Yup, leaving right now, be back soon",legitimate,SMSSpamCollection
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,fraudulent,SMSSpamCollection
Yeah sure I'll leave in a min,legitimate,SMSSpamCollection
And do you have any one that can teach me how to ship cars.,legitimate,SMSSpamCollection
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",legitimate,SMSSpamCollection
Yeah confirmed for you staying at  that weekend,legitimate,SMSSpamCollection
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,legitimate,SMSSpamCollection
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",legitimate,SMSSpamCollection
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",legitimate,SMSSpamCollection
Ard 4 lor...,legitimate,SMSSpamCollection
You are right. Meanwhile how's project twins comin up,legitimate,SMSSpamCollection
I sent your maga that money yesterday oh.,legitimate,SMSSpamCollection
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,fraudulent,SMSSpamCollection
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,legitimate,SMSSpamCollection
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,fraudulent,SMSSpamCollection
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,legitimate,SMSSpamCollection
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,legitimate,SMSSpamCollection
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,legitimate,SMSSpamCollection
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,legitimate,SMSSpamCollection
How much would it cost to hire a hitman,legitimate,SMSSpamCollection
I anything lor...,legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,fraudulent,SMSSpamCollection
